Unnamed: 0,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,Unnamed: 13
-0.5197191965064278,512,351,0.404910226938139,178,2,205,73,694,374,1139,2,5,25,
-0.4504233036389041,168,544,0.3029964507774557,166,7,202,58,1042,331,1371,20,3,21,
-0.3811274107713804,1604,379,0.4558671150184807,171,3,200,72,924,386,1064,13,3,13,
-0.3118315179038567,1601,345,0.1840970452566584,163,13,198,74,904,374,1098,22,4,13,
-0.24253562503633297,297,237,0.6257234086196196,191,44,196,288,559,439,791,1,67,25,
-0.17323973216880928,2367,296,1.865674351907934,14,10,191,320,272,344,1182,1,46,28,
-0.10394383930128556,442,473,1.1013210307028087,203,56,190,334,428,349,1153,1,63,27,
-0.03464794643376185,902,544,0.06519763973586117,152,44,188,69,1038,283,1513,13,6,2,
0.03464794643376185,803,27,0.06519763973586117,152,52,184,135,1040,367,1015,20,67,2,
0.10394383930128556,1296,367,0.6427090379797336,179,56,182,21,704,349,1103,2,6,26,
0.17323973216880928,1653,537,0.5068240030988224,179,60,181,16,730,257,1602,2,4,21,
0.24253562503633297,2051,288,0.33696770949768345,171,52,181,18,809,379,944,2,5,26,
0.3118315179038567,2190,308,0.1840970452566584,162,35,179,79,907,343,1131,22,67,21,
0.3811274107713804,1899,100,0.35395333885779734,171,44,178,52,785,360,1011,13,4,21,
0.4504233036389041,1578,550,0.252039562697114,164,2,177,40,820,235,1664,13,67,2,
0.5197191965064278,616,444,1.1522779187831504,207,44,175,338,313,236,1649,1,63,7,
0.5890150893739515,2369,544,0.04821201037574727,150,13,173,15,1012,273,1499,13,5,13,
0.6583109822414752,936,441,1.4070623591848588,205,15,171,308,512,294,1385,1,46,27,
0.7276068751089989,1912,467,-0.07068739514504997,139,60,170,46,1133,254,1569,25,67,2,
0.7969027679765226,577,153,0.4388814856583668,177,13,168,92,625,333,1118,2,5,25,
0.8661986608440464,1301,53,0.7106515554201891,192,60,166,302,515,312,1251,1,59,24,
0.9354945537115701,270,324,1.7977318344674782,13,20,165,272,301,301,1305,1,24,29,
1.0047904465790938,1949,410,0.31998208013756957,167,52,163,29,846,352,958,13,3,27,
1.0740863394466176,1057,146,0.6427090379797336,189,5,162,319,603,392,808,1,59,26,
1.1433822323141412,1081,392,0.8125653315808724,183,11,161,8,786,266,1477,2,3,26,
1.212678125181665,1849,352,0.31998208013756957,171,2,159,34,681,354,928,2,5,25,
1.2819740180491885,1345,443,0.7276371847803029,195,44,158,261,419,403,742,1,59,26,
1.3512699109167123,869,422,0.4898383737387085,179,60,152,10,661,303,1184,2,5,21,
1.420565803784236,532,390,0.7616084435005308,194,52,150,52,407,408,665,2,35,28,
1.4898616966517597,1460,528,0.26902519205722786,164,60,147,12,892,197,1654,2,4,24,
1.5591575895192835,1662,495,0.1840970452566584,163,24,144,32,787,281,1265,20,63,25,
1.628453482386807,2123,562,0.09916889845608895,152,24,143,84,934,138,49,25,35,13,
1.697749375254331,852,89,0.7785940728606446,181,8,142,9,705,414,606,2,55,25,
-1.697749375254331,1575,309,1.3221342123842894,189,11,141,65,636,213,1590,13,35,13,
-1.628453482386807,1447,320,0.404910226938139,175,44,139,308,617,308,1087,1,4,26,
-1.5591575895192835,1696,444,2.15443005102987,35,43,138,275,252,381,706,1,35,9,
-1.4898616966517597,646,559,0.1840970452566584,159,13,137,143,818,243,1458,13,59,13,
-1.420565803784236,1263,497,0.8125653315808724,185,60,134,133,524,94,79,2,35,27,
-1.3512699109167123,810,51,0.5577808911791641,182,44,132,292,495,357,758,1,55,2,
-1.2819740180491885,1027,494,0.1840970452566584,155,2,128,20,828,163,1685,20,55,25,
-1.212678125181665,302,193,-0.05370176578493608,141,1,127,19,981,390,623,2,4,13,
